2.211511135101318359e-01,9.360000000000000000e+02
1.256629943847656250e+00,1.020000000000000000e+03
2.246002197265625000e+00,1.078000000000000000e+03
3.235167026519775391e+00,1.054000000000000000e+03
4.227270126342773438e+00,9.830000000000000000e+02
5.261559963226318359e+00,9.590000000000000000e+02
6.250250101089477539e+00,9.640000000000000000e+02
7.242403030395507812e+00,1.008000000000000000e+03
8.275551080703735352e+00,1.070000000000000000e+03
9.220227003097534180e+00,1.048000000000000000e+03
1.025588488578796387e+01,9.940000000000000000e+02
1.124517703056335449e+01,9.540000000000000000e+02
1.223639011383056641e+01,9.580000000000000000e+02
1.322582793235778809e+01,1.014000000000000000e+03
1.426093006134033203e+01,1.057000000000000000e+03
1.525082683563232422e+01,1.035000000000000000e+03
1.624020004272460938e+01,9.960000000000000000e+02
1.727609896659851074e+01,9.480000000000000000e+02
1.822088313102722168e+01,9.340000000000000000e+02
1.925476813316345215e+01,9.710000000000000000e+02
2.024774694442749023e+01,1.042000000000000000e+03
2.123619699478149414e+01,1.048000000000000000e+03
2.222773289680480957e+01,1.036000000000000000e+03
2.326105093955993652e+01,9.980000000000000000e+02
2.425007510185241699e+01,9.790000000000000000e+02
2.524076414108276367e+01,9.930000000000000000e+02
2.623326301574707031e+01,1.060000000000000000e+03
2.726555514335632324e+01,1.055000000000000000e+03
2.825515604019165039e+01,1.042000000000000000e+03
2.924467015266418457e+01,9.690000000000000000e+02
3.023645210266113281e+01,9.650000000000000000e+02
3.122526597976684570e+01,9.830000000000000000e+02
3.230516219139099121e+01,1.047000000000000000e+03
3.325172114372253418e+01,1.060000000000000000e+03
3.424062991142272949e+01,1.041000000000000000e+03
3.527566814422607422e+01,9.860000000000000000e+02
3.626626300811767578e+01,9.630000000000000000e+02
3.725551295280456543e+01,1.004000000000000000e+03
3.824477720260620117e+01,1.042000000000000000e+03
3.923797893524169922e+01,1.054000000000000000e+03
4.022614693641662598e+01,1.034000000000000000e+03
4.126082491874694824e+01,1.007000000000000000e+03
4.224984216690063477e+01,9.740000000000000000e+02
4.324057197570800781e+01,9.620000000000000000e+02
4.423027896881103516e+01,9.660000000000000000e+02
4.522455906867980957e+01,9.800000000000000000e+02
4.625637102127075195e+01,1.038000000000000000e+03
4.823491406440734863e+01,1.097000000000000000e+03
4.922445988655090332e+01,1.099000000000000000e+03
5.030518484115600586e+01,1.092000000000000000e+03
5.125138807296752930e+01,1.075000000000000000e+03
5.224009013175964355e+01,1.051000000000000000e+03
5.323027491569519043e+01,9.990000000000000000e+02
5.323028111457824707e+01,9.590000000000000000e+02
5.421973800659179688e+01,9.060000000000000000e+02
5.529940223693847656e+01,8.780000000000000000e+02
5.624555611610412598e+01,8.810000000000000000e+02
5.723578786849975586e+01,9.020000000000000000e+02
5.823028802871704102e+01,9.580000000000000000e+02
5.925975584983825684e+01,1.079000000000000000e+03
6.124020814895629883e+01,1.128000000000000000e+03
6.223023295402526855e+01,1.107000000000000000e+03
6.322054600715637207e+01,1.094000000000000000e+03
6.425484704971313477e+01,1.079000000000000000e+03
6.524500489234924316e+01,1.033000000000000000e+03
6.623454809188842773e+01,9.980000000000000000e+02
6.623455405235290527e+01,9.450000000000000000e+02
6.722488307952880859e+01,9.160000000000000000e+02
6.826022100448608398e+01,9.080000000000000000e+02
6.924910402297973633e+01,9.090000000000000000e+02
7.023993515968322754e+01,9.520000000000000000e+02
7.222030615806579590e+01,1.023000000000000000e+03
7.325494790077209473e+01,1.135000000000000000e+03
7.424751615524291992e+01,1.104000000000000000e+03
7.523507905006408691e+01,1.092000000000000000e+03
7.622455215454101562e+01,1.096000000000000000e+03
7.726268720626831055e+01,1.068000000000000000e+03
7.824960708618164062e+01,1.015000000000000000e+03
7.928390216827392578e+01,9.720000000000000000e+02
7.928390383720397949e+01,9.240000000000000000e+02
8.023178505897521973e+01,9.000000000000000000e+02
8.121919298171997070e+01,9.090000000000000000e+02
8.225485396385192871e+01,9.360000000000000000e+02
8.432493996620178223e+01,9.940000000000000000e+02
8.527005505561828613e+01,1.057000000000000000e+03
8.625970005989074707e+01,1.124000000000000000e+03
8.725063109397888184e+01,1.134000000000000000e+03
8.823938298225402832e+01,1.125000000000000000e+03
8.922887206077575684e+01,1.094000000000000000e+03
9.022245812416076660e+01,1.065000000000000000e+03
9.125428390502929688e+01,1.034000000000000000e+03
9.224471592903137207e+01,1.005000000000000000e+03
9.323663401603698730e+01,9.460000000000000000e+02
9.422407007217407227e+01,9.150000000000000000e+02
9.525933885574340820e+01,9.010000000000000000e+02
9.624947023391723633e+01,9.110000000000000000e+02
9.723976993560791016e+01,9.330000000000000000e+02
9.822971010208129883e+01,9.840000000000000000e+02
9.922067117691040039e+01,1.044000000000000000e+03
1.002548229694366455e+02,1.113000000000000000e+03
1.012440490722656250e+02,1.135000000000000000e+03
